17.2.0,3.6
17.7.1,3.7
17.12.1,3.6
17.17.1,3.6
17.22.2,3.7
17.27.2,3.7
17.34.29,3.7
17.39.30,3.62
17.44.30,3.54
17.49.30,3.59
17.54.31,3.61
17.59.31,3.63
18.4.32,3.67
18.9.32,3.58
18.14.32,3.63
18.19.33,3.62
18.24.33,3.53
18.29.33,3.55
18.34.34,3.61
18.39.34,3.62
18.44.35,3.62
18.49.35,3.56
18.54.35,3.56
18.59.35,3.58
19.4.36,3.53
19.9.36,3.55
19.14.36,3.57
19.19.37,3.61
19.24.37,3.6
19.29.38,3.49
19.34.38,3.6
19.39.38,3.56
19.44.39,3.44
19.49.39,3.53
19.54.40,3.42
19.59.40,3.4
20.4.40,3.41
20.9.41,3.54
20.14.41,3.47
20.19.42,3.51
20.24.42,3.49
20.29.42,3.44
20.34.43,3.36
20.39.43,3.42
20.44.43,3.45
20.49.44,3.45
20.54.44,3.48
20.59.44,3.43
21.4.45,3.44
21.9.45,3.43
21.14.45,3.44
21.19.46,3.41
21.24.46,3.36
21.29.47,3.4
21.34.47,3.43
21.39.47,3.4
21.44.48,3.35
21.49.48,3.35
21.54.48,3.31
21.59.49,3.38
22.4.49,3.25
22.9.50,3.4
22.14.50,3.35
22.19.50,3.25
22.24.51,3.24
22.29.51,3.38
22.34.51,3.35
22.39.52,3.34
22.44.52,3.2
22.49.53,3.27
22.54.53,3.29
22.59.53,3.28
